effective_to_date,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
2011-02-15,94,3,40,0,1
2011-01-02,127,13,31,0,1
2011-01-27,139,16,50,0,1
2011-01-13,73,9,28,2,2
2011-01-28,68,22,54,3,6
2011-02-04,89,1,84,1,4
2011-02-08,73,18,45,0,5
2011-02-05,105,31,34,0,2
2011-01-13,69,1,78,0,9
2011-01-28,118,10,69,1,1
2011-01-22,74,19,50,0,1
2011-02-24,72,18,12,0,1
2011-02-11,63,9,21,0,1
2011-01-08,117,16,51,0,8
2011-01-30,69,35,72,0,5
2011-01-26,65,10,56,1,3
2011-01-29,139,4,98,1,1
2011-02-05,71,25,29,0,3
2011-02-25,96,2,38,0,2
2011-02-04,88,18,7,0,5
2011-02-14,74,30,17,1,3
2011-01-29,70,7,7,0,1
2011-01-17,124,13,31,0,1
2011-02-03,113,12,59,0,7
2011-01-02,85,30,53,0,1
2011-02-01,73,16,32,0,3
2011-01-21,113,20,44,0,9
2011-02-25,181,34,52,0,1
2011-01-17,68,2,82,0,2
2011-01-01,69,3,90,0,1
2011-02-11,65,7,14,0,6
2011-01-10,70,13,11,2,6
2011-01-17,229,14,72,0,2
2011-01-18,79,14,27,0,1
2011-01-16,71,6,65,0,1
2011-02-15,104,7,76,0,9
2011-02-01,99,0,75,0,1
2011-02-28,67,32,18,0,1
2011-01-23,72,11,66,0,6
2011-02-02,76,7,84,0,2
2011-01-27,67,15,52,0,2
2011-01-19,64,4,61,0,1
2011-02-17,61,14,80,0,3
2011-01-04,67,4,19,0,7
2011-02-09,104,27,13,1,1
2011-01-29,67,5,19,5,1
2011-01-29,94,5,35,0,8
2011-02-22,99,34,87,0,2
2011-01-05,72,17,28,2,1
2011-02-06,102,23,87,0,2
2011-02-02,104,12,60,0,2
2011-01-20,105,18,50,0,1
2011-01-15,61,16,55,0,1
2011-01-10,67,10,9,2,1
2011-01-19,63,15,67,0,1
2011-02-22,69,27,56,0,7
2011-01-30,77,13,35,0,3
2011-02-17,113,9,68,0,8
2011-02-19,87,13,76,0,2
2011-01-23,73,3,27,0,1
2011-01-29,70,12,3,0,1
2011-02-14,77,18,15,3,9
2011-01-21,66,15,66,0,8
2011-01-20,128,30,61,0,1
2011-02-23,98,6,4,0,1
2011-01-03,97,23,38,0,1
2011-01-24,121,24,78,0,6
2011-02-09,102,9,74,0,8
2011-01-12,66,4,83,0,2
2011-01-07,83,23,1,0,1
2011-01-12,67,24,19,0,1
2011-01-10,119,23,41,0,2
2011-01-23,62,26,30,0,1
2011-02-20,121,12,16,0,1
2011-02-19,125,24,4,0,1
2011-01-18,91,28,42,0,1
2011-02-08,150,27,0,2,1
2011-02-10,104,17,61,0,2
2011-01-06,97,19,18,0,1
2011-01-16,103,10,41,5,1
2011-02-12,65,1,67,0,1
2011-01-22,71,7,11,0,1
2011-02-09,68,6,50,0,2
2011-02-14,133,0,44,0,3
2011-02-19,193,12,6,0,2
2011-01-28,63,29,51,0,9
2011-01-28,99,12,28,0,1
2011-01-29,67,8,62,0,2
2011-01-20,105,24,22,1,1
2011-02-02,61,5,80,0,2
2011-01-12,109,1,73,0,2
2011-01-14,65,33,18,1,2
2011-02-28,68,1,96,0,2
2011-01-10,88,4,83,0,1
2011-01-19,105,2,54,0,1
2011-01-08,73,32,89,0,1
2011-01-18,69,12,81,0,5
2011-02-02,72,18,39,0,4
2011-02-23,72,33,39,0,7
2011-02-25,96,2,81,0,7
2011-01-20,89,32,59,0,2
2011-01-21,78,17,37,3,7
2011-01-29,63,7,63,1,1
2011-01-31,91,8,56,0,2
2011-01-28,97,31,58,0,3
2011-02-01,133,7,42,0,4
2011-02-13,78,32,66,0,5
2011-02-02,65,13,88,0,3
2011-01-03,122,9,48,0,2
2011-02-23,90,31,30,0,3
2011-01-20,129,1,75,0,1
2011-02-04,171,8,12,1,3
2011-02-23,94,34,20,0,2
2011-01-27,63,35,67,0,2
2011-02-09,66,13,59,0,1
2011-01-02,110,27,92,0,2
2011-01-28,102,26,77,0,4
2011-01-28,72,2,12,0,9
2011-01-07,73,29,15,2,2
2011-02-05,61,0,47,3,9
2011-02-01,89,22,93,0,2
2011-02-28,95,4,24,0,1
2011-01-21,70,35,56,0,3
2011-01-28,104,3,62,0,3
2011-01-15,71,21,31,0,1
2011-01-16,94,13,89,2,7
2011-01-24,290,11,18,0,5
2011-01-02,62,15,56,1,2
2011-01-07,93,17,11,0,4
2011-01-23,77,25,27,2,1
2011-01-07,84,19,80,2,8
2011-01-19,103,18,37,0,2
2011-02-20,72,30,26,0,8
2011-02-03,113,0,27,0,9
2011-02-03,100,14,8,0,7
2011-02-06,78,21,23,3,3
2011-01-30,106,11,19,1,1
2011-02-08,73,15,82,0,3
2011-01-31,119,34,74,2,2
2011-02-25,132,4,42,0,4
2011-02-04,68,5,86,0,7
2011-01-22,87,2,68,0,5
2011-01-04,74,5,42,3,2
2011-02-21,118,14,64,0,4
2011-01-23,83,28,73,0,1
2011-02-07,62,18,50,0,3
2011-02-04,70,2,48,3,1
2011-02-05,66,7,56,0,1
2011-01-04,63,7,47,0,3
2011-01-18,78,9,63,0,1
2011-02-02,116,23,14,3,1
2011-01-29,85,20,61,4,1
2011-02-24,137,19,30,0,1
2011-01-29,65,16,93,0,1
2011-01-08,96,22,54,0,7
2011-01-25,64,24,1,0,1
2011-01-11,66,16,30,0,1
2011-01-03,67,18,53,0,8
2011-01-14,109,10,59,0,2
2011-01-07,297,28,25,1,1
2011-01-06,61,25,47,0,8
2011-02-25,61,5,53,0,3
2011-02-16,107,9,18,0,1
2011-01-11,116,11,42,0,5
2011-01-26,69,0,66,0,8
2011-02-03,119,9,74,0,2
2011-01-03,66,28,73,0,1
2011-01-04,183,1,85,0,1
2011-02-11,99,9,64,0,2
2011-02-05,67,14,53,4,2
2011-02-26,65,8,50,0,1
2011-02-21,116,6,87,0,1
2011-01-13,122,19,72,2,3
2011-02-18,64,5,20,2,5
2011-01-19,88,32,22,0,2
2011-02-10,107,17,81,0,1
2011-01-14,195,20,61,0,1
2011-01-16,95,20,50,0,1
2011-02-04,71,3,14,0,1
2011-02-15,118,0,37,0,3
2011-01-21,111,31,28,0,8
2011-02-01,115,11,47,0,1
2011-02-05,181,6,21,0,3
2011-01-20,74,7,63,0,1
2011-01-07,78,21,76,0,8
2011-01-24,72,11,3,0,1
2011-02-21,68,23,97,0,1
2011-02-16,62,4,25,0,9
2011-01-27,78,26,14,0,1
2011-01-04,65,35,72,0,3
2011-02-13,107,31,60,0,1
2011-01-01,85,23,5,0,1
2011-01-27,63,4,52,0,2
2011-01-06,88,16,8,0,2
2011-02-05,115,2,75,0,2
2011-02-23,87,31,9,0,9
2011-02-03,69,18,36,3,9
2011-01-29,96,19,38,0,1
2011-02-13,67,13,48,0,2
2011-01-10,194,17,40,1,3
2011-01-27,71,20,78,4,3
2011-01-10,117,5,90,1,2
2011-02-13,84,33,70,0,7
2011-02-21,68,5,36,0,2
2011-02-13,67,0,71,1,3
2011-02-28,111,18,63,0,1
2011-02-25,88,8,2,0,2
2011-01-09,109,11,23,0,9
2011-02-04,74,17,40,0,3
2011-01-05,191,21,14,0,8
2011-01-19,63,15,67,0,1
2011-01-01,64,3,53,1,7
2011-01-05,114,25,36,1,3
2011-02-04,70,0,96,0,1
2011-02-19,90,18,84,0,2
2011-01-06,70,21,65,0,2
2011-01-23,182,30,84,0,1
2011-02-09,219,30,69,0,1
2011-02-21,68,13,79,0,1
2011-02-28,101,6,43,0,9
2011-02-25,66,6,27,0,1
2011-02-19,67,29,39,0,2
2011-02-07,71,21,22,3,1
2011-01-26,124,11,36,0,3
2011-02-14,61,2,73,0,7
2011-02-22,195,9,33,1,5
2011-02-27,139,5,56,0,2
2011-02-28,105,3,92,0,1
2011-01-26,65,10,56,1,3
2011-01-28,116,21,64,0,3
2011-01-16,62,31,0,0,3
2011-01-04,137,34,82,0,2
2011-02-01,125,10,43,0,9
2011-01-04,61,10,72,0,7
2011-02-22,66,33,37,0,4
2011-02-22,64,29,26,0,5
2011-02-12,115,21,78,0,2
2011-02-24,98,23,35,1,7
2011-01-21,88,16,80,0,6
2011-01-08,93,22,10,0,5
2011-02-19,84,8,49,0,1
2011-02-02,73,29,68,1,5
2011-02-27,123,1,67,3,1
2011-02-05,110,33,0,0,1
2011-01-06,66,18,66,0,6
2011-01-27,84,16,0,0,2
2011-01-21,67,20,99,0,3
2011-01-08,100,33,86,0,1
2011-01-29,172,5,33,0,1
2011-01-05,62,10,34,0,5
2011-01-08,110,35,58,0,2
2011-01-13,84,18,25,1,4
2011-02-22,109,28,96,0,2
2011-02-28,99,0,71,0,1
2011-01-13,91,21,23,0,3
2011-01-21,73,33,76,0,5
2011-01-18,103,5,61,0,2
2011-01-18,101,6,73,0,8
2011-01-28,93,30,66,0,5
2011-02-23,122,15,47,0,9
2011-01-12,63,34,90,4,2
2011-02-03,62,18,82,0,2
2011-02-03,64,23,19,0,2
2011-02-25,90,8,20,3,2
2011-02-26,101,16,59,0,1
2011-02-01,92,24,95,4,1
2011-01-31,62,2,24,1,2
2011-01-17,99,1,74,0,2
2011-01-07,80,5,72,0,3
2011-02-14,116,15,80,0,1
2011-02-11,113,11,91,0,5
2011-01-24,73,31,30,1,2
2011-01-17,66,16,26,4,2
2011-02-20,69,13,15,0,1
2011-01-10,101,6,36,0,3
2011-01-09,99,0,86,0,3
2011-01-21,62,2,2,0,1
2011-01-14,194,23,34,0,7
2011-02-28,78,15,92,0,1
2011-01-09,109,2,46,1,3
2011-01-30,81,17,52,0,1
2011-02-05,86,5,63,0,9
2011-01-18,97,20,9,4,7
2011-01-30,72,34,45,1,1
2011-02-07,76,16,56,0,3
2011-02-11,67,32,10,0,3
2011-02-16,63,22,93,0,1
2011-02-07,70,34,10,0,2
2011-02-04,74,11,77,5,1
2011-02-05,71,25,29,0,3
2011-02-11,99,3,78,0,1
2011-02-28,90,1,93,0,2
2011-01-13,70,7,99,0,5
2011-01-09,64,3,45,0,8
2011-01-09,69,13,24,0,1
2011-02-20,102,2,56,2,2
2011-02-06,95,10,85,0,1
2011-01-19,63,4,20,0,2
2011-02-15,73,15,59,0,1
2011-01-12,65,0,76,3,2
2011-02-19,87,4,4,3,1
2011-01-16,114,20,87,0,1
2011-02-27,103,6,28,0,2
2011-02-16,66,8,66,2,3
2011-01-19,71,0,61,0,1
2011-01-23,217,1,80,0,3
2011-01-14,105,12,75,1,1
2011-02-02,66,23,90,0,2
2011-01-18,112,8,94,0,5
2011-02-15,63,5,70,0,3
2011-01-10,93,0,79,0,2
2011-01-07,112,31,17,0,1
2011-01-09,87,13,62,0,2
2011-02-28,63,29,90,0,2
2011-02-09,73,30,66,0,3
2011-01-15,69,5,89,0,1
2011-01-01,92,12,57,0,1
2011-02-17,118,31,20,0,4
2011-02-27,64,25,25,0,8
2011-02-05,95,11,38,4,4
2011-01-25,93,8,48,0,8
2011-01-29,65,16,93,0,1
2011-02-21,63,34,22,3,1
2011-01-11,63,22,96,0,1
2011-02-19,106,9,85,1,1
2011-01-09,104,33,19,0,2
2011-01-02,137,3,88,0,8
2011-01-20,94,33,95,0,1
2011-02-14,83,1,54,0,4
2011-02-17,101,8,81,0,2
2011-02-06,111,10,75,0,1
2011-01-17,106,13,18,1,1
2011-02-13,84,33,70,0,7
2011-02-22,113,8,99,0,4
2011-01-18,65,5,68,3,9
2011-01-04,62,21,1,0,1
2011-01-24,62,26,45,0,9
2011-02-15,61,2,54,2,1
2011-02-21,82,11,72,1,1
2011-01-06,74,6,84,0,8
2011-02-18,74,3,38,1,1
2011-01-19,70,1,85,0,1
2011-01-11,111,21,20,0,8
2011-01-19,72,3,93,0,5
2011-02-25,64,2,48,2,3
2011-02-28,69,8,24,0,6
2011-02-10,104,17,61,0,2
2011-02-25,109,4,26,0,3
2011-01-10,62,6,17,0,3
2011-01-09,109,11,80,0,2
2011-01-10,66,6,71,2,1
2011-01-26,71,7,36,0,3
2011-02-11,73,27,68,0,2
2011-02-17,66,6,4,0,7
2011-02-27,65,20,54,5,1
2011-02-10,117,3,94,0,1
2011-01-05,102,10,90,0,2
2011-01-29,129,1,0,0,5
2011-02-20,173,9,22,1,1
2011-01-19,63,26,27,0,7
2011-01-18,61,17,1,1,7
2011-02-14,129,21,59,0,3
2011-02-05,65,2,50,0,5
2011-02-23,62,22,46,0,3
2011-01-06,70,24,56,1,1
2011-02-27,69,9,89,0,2
2011-01-07,152,6,30,0,1
2011-01-13,112,30,30,2,3
2011-02-26,63,24,89,0,2
2011-02-07,80,20,88,1,8
2011-01-29,65,22,44,0,8
2011-02-14,103,14,34,1,2
2011-02-11,119,20,66,0,2
2011-02-26,68,16,21,1,8
2011-02-25,96,17,19,0,1
2011-01-20,83,30,72,0,7
2011-01-21,66,5,1,0,5
2011-01-30,64,23,3,0,3
2011-01-17,125,23,64,0,1
2011-02-11,72,5,85,3,1
2011-02-10,76,31,9,0,5
2011-01-23,234,31,15,0,9
2011-01-05,109,2,42,0,2
2011-01-14,88,26,88,0,2
2011-01-02,69,13,87,0,2
2011-01-27,66,15,24,0,2
2011-01-02,80,5,42,0,1
2011-02-17,95,35,18,0,2
2011-01-25,66,4,34,0,1
2011-02-22,66,16,35,4,1
2011-02-09,196,6,28,0,7
2011-01-06,111,31,74,0,5
2011-01-09,64,6,28,2,4
2011-02-23,122,15,47,0,9
2011-02-13,105,17,74,3,2
2011-01-11,97,10,3,0,2
2011-01-16,112,7,52,0,3
2011-02-25,106,3,90,0,8
2011-02-10,77,7,35,3,1
2011-01-20,67,14,13,0,9
2011-02-08,65,28,37,0,4
2011-02-12,62,0,26,1,1
2011-01-31,66,25,3,0,2
2011-01-01,72,17,20,0,4
2011-01-01,78,8,10,0,2
2011-01-24,82,15,20,0,2
2011-01-03,81,8,26,0,7
2011-01-19,77,15,49,0,1
2011-02-20,72,21,59,0,7
2011-01-31,66,25,3,0,2
2011-02-23,86,21,35,0,3
2011-01-10,67,21,85,0,8
2011-01-31,85,4,69,0,1
2011-02-27,62,20,9,0,7
2011-02-16,69,3,25,0,2
2011-01-11,62,2,97,0,1
2011-01-29,62,11,84,0,3
2011-01-28,74,4,52,0,1
2011-01-03,96,31,85,0,1
2011-01-13,117,3,33,0,9
2011-01-08,80,19,67,0,1
2011-01-10,66,5,31,1,6
2011-01-05,61,4,68,0,2
2011-02-23,63,0,34,0,2
2011-02-15,76,10,9,0,2
2011-01-30,78,0,63,0,1
2011-01-12,100,5,23,0,2
2011-01-07,65,21,3,1,4
2011-01-05,122,4,89,0,1
2011-01-14,65,4,88,1,6
2011-01-04,69,35,85,1,1
2011-01-10,132,13,47,0,3
2011-02-04,190,10,75,0,6
2011-01-26,66,9,38,0,3
2011-02-20,239,19,59,0,7
2011-01-08,92,13,17,0,1
2011-01-30,95,13,27,0,1
2011-02-03,70,3,94,0,2
2011-02-05,88,10,68,0,8
2011-01-28,63,29,51,0,9
2011-02-11,72,10,73,0,4
2011-02-19,128,5,52,0,2
2011-01-05,81,0,41,0,1
2011-01-22,77,1,35,0,2
2011-01-10,64,31,92,1,1
2011-02-01,87,18,41,0,9
2011-02-03,122,18,21,0,9
2011-01-31,86,3,62,2,3
2011-01-04,68,26,62,0,3
2011-02-17,106,5,98,2,6
2011-02-05,77,23,69,0,2
2011-02-03,115,12,65,0,3
2011-01-19,71,10,46,0,1
2011-01-16,79,16,8,0,3
2011-01-11,61,13,81,1,1
2011-02-18,129,20,78,4,2
2011-01-18,68,8,62,0,7
2011-02-21,73,5,94,2,1
2011-02-19,107,3,86,0,7
2011-02-14,62,17,77,0,3
2011-02-11,64,10,15,0,5
2011-01-03,65,9,31,0,2
2011-01-03,67,0,79,0,3
2011-02-02,66,35,28,0,5
2011-02-07,81,10,23,0,1
2011-01-01,78,18,33,0,5
2011-01-17,92,3,65,0,1
2011-02-26,69,32,1,0,1
2011-01-18,137,2,40,0,5
2011-02-17,104,27,76,0,1
2011-01-06,73,5,85,0,4
2011-01-23,65,17,41,0,2
2011-01-11,66,1,42,0,9
2011-02-07,226,23,69,0,1
2011-02-24,115,33,76,0,3
2011-02-22,133,4,58,0,3
2011-01-05,81,0,41,0,1
2011-02-03,211,17,69,0,9
2011-02-20,69,13,15,0,1
2011-01-02,109,2,98,1,2
2011-01-14,66,22,18,0,2
2011-02-07,67,17,4,0,4
2011-02-10,61,5,89,0,3
2011-02-27,99,20,9,0,2
2011-01-05,112,17,80,0,2
2011-01-18,112,34,56,0,5
2011-01-28,80,24,20,0,7
2011-01-25,96,28,90,5,5
2011-02-16,67,2,3,0,3
2011-01-07,114,1,61,0,6
2011-02-12,126,14,18,1,1
2011-01-16,165,10,35,0,1
2011-01-09,82,26,19,3,8
2011-01-20,110,29,19,1,2
2011-01-14,68,11,34,0,1
2011-02-16,70,2,24,0,1
2011-01-24,61,7,74,0,2
2011-01-19,104,33,31,0,7
2011-01-16,114,20,87,0,1
2011-01-13,84,18,25,1,4
2011-01-19,62,18,75,0,3
2011-02-14,96,3,15,0,2
2011-01-04,67,34,71,0,6
2011-01-22,70,14,20,0,1
2011-02-08,194,22,79,0,1
2011-01-23,86,18,10,3,1
2011-02-05,74,33,3,0,7
2011-02-11,63,4,18,0,3
2011-01-31,119,34,74,2,2
2011-02-10,123,3,12,0,1
2011-01-06,106,15,30,0,1
2011-01-12,65,11,52,0,1
2011-01-05,68,35,65,0,7
2011-01-21,118,1,59,0,2
2011-02-13,131,22,85,0,1
2011-01-26,62,26,72,0,3
2011-02-13,105,14,21,0,7
2011-02-01,97,1,66,0,2
2011-01-18,131,4,49,0,9
2011-01-17,84,19,26,2,4
2011-02-19,82,1,13,0,2
2011-01-18,108,23,16,0,5
2011-01-10,128,11,57,0,2
2011-01-17,66,23,34,0,1
2011-01-27,84,34,13,0,1
2011-02-07,76,16,56,0,3
2011-02-17,85,21,32,0,2
2011-02-21,99,28,71,0,4
2011-01-20,64,2,39,0,2
2011-02-25,136,10,41,0,2
2011-02-21,61,20,49,0,1
2011-02-16,100,19,56,2,2
2011-01-19,138,18,92,0,1
2011-01-23,73,9,61,3,6
2011-01-29,99,29,59,0,1
2011-02-03,63,7,3,0,1
2011-01-31,62,13,21,0,8
2011-02-05,192,34,18,1,2
2011-01-18,62,23,18,0,1
2011-01-01,79,21,53,1,7
2011-01-09,181,31,88,0,1
2011-02-19,91,24,52,0,3
2011-01-24,106,6,9,0,2
2011-01-30,112,26,27,0,1
2011-02-01,65,2,37,0,4
2011-02-26,115,22,65,0,2
2011-02-16,86,5,26,0,2
2011-02-09,74,15,8,4,1
2011-02-22,68,4,39,1,1
2011-01-08,108,9,51,0,5
2011-02-19,96,15,81,0,2
2011-02-11,70,1,91,0,1
2011-02-09,66,13,59,0,1
2011-01-30,90,21,0,0,2
2011-02-08,104,20,77,0,1
2011-01-17,73,25,56,0,2
2011-01-22,67,21,60,0,5
2011-01-17,217,14,40,1,2
2011-01-24,116,3,89,1,2
2011-01-25,67,19,50,0,2
2011-01-24,88,7,38,0,5
2011-02-07,109,23,45,0,4
2011-02-03,65,27,44,0,7
2011-02-27,123,1,67,3,1
2011-02-24,96,31,34,0,1
2011-01-09,110,6,46,0,2
2011-01-01,102,16,1,0,2
2011-01-31,125,6,61,0,2
2011-02-20,64,15,59,0,2
2011-01-15,63,21,12,0,1
2011-01-23,108,19,3,0,2
2011-01-20,94,0,54,0,1
2011-02-09,169,14,36,1,3
2011-02-06,123,13,60,0,1
2011-01-10,66,6,71,2,1
2011-01-04,64,34,24,0,3
2011-01-21,89,2,32,0,8
2011-01-24,90,9,69,0,9
2011-02-11,76,8,46,0,3
2011-01-14,83,20,76,0,2
2011-02-23,86,21,35,0,3
2011-02-25,63,0,88,1,2
2011-01-28,165,12,82,1,2
2011-01-17,90,15,44,1,1
2011-01-09,72,27,84,0,6
2011-01-02,73,15,58,1,1
2011-01-22,63,3,26,0,2
2011-01-17,67,0,1,0,1
2011-02-17,115,14,44,0,1
2011-01-10,112,0,82,0,3
2011-02-24,70,20,67,0,1
2011-01-19,70,8,74,0,3
2011-02-18,66,26,1,0,3
2011-02-04,83,12,75,0,6
2011-02-26,103,19,88,0,3
2011-01-01,198,4,31,0,9
2011-02-28,111,18,63,0,1
2011-02-10,92,20,56,0,1
2011-01-02,66,10,95,0,2
2011-01-09,69,5,61,0,1
2011-01-09,109,7,66,0,4
2011-01-27,71,23,59,0,1
2011-01-16,66,29,58,0,8
2011-01-15,65,24,45,1,4
2011-02-19,76,15,60,1,4
2011-01-11,108,13,75,0,4
2011-01-10,94,11,53,3,3
2011-01-18,67,4,25,0,2
2011-01-04,66,9,84,0,5
2011-01-26,77,32,68,0,6
2011-02-27,108,32,49,3,1
2011-01-09,92,34,92,0,8
2011-01-12,134,23,87,0,2
2011-02-25,90,5,57,0,7
2011-01-19,69,31,69,2,2
2011-01-21,71,26,41,0,7
2011-02-13,65,11,39,0,2
2011-02-02,70,4,64,0,7
2011-02-16,103,2,75,0,2
2011-02-13,190,9,67,0,7
2011-01-17,223,8,67,0,8
2011-01-12,69,25,34,0,1
2011-01-24,65,1,36,0,2
2011-01-19,71,7,64,0,1
2011-02-12,92,9,61,0,4
2011-01-11,83,4,84,0,3
2011-02-16,70,24,58,0,1
2011-01-23,73,4,34,0,2
2011-01-17,72,24,33,0,2
2011-02-26,65,3,51,3,1
2011-01-18,69,14,61,0,1
2011-02-20,91,11,79,0,9
2011-02-02,88,29,29,0,2
2011-02-10,76,11,38,0,1
2011-01-30,195,8,69,0,1
2011-01-05,98,19,96,1,1
2011-02-06,63,5,7,0,1
2011-01-23,117,21,7,0,2
2011-01-08,70,14,95,3,3
2011-01-30,72,21,65,0,3
2011-01-23,119,25,84,0,1
2011-01-05,181,10,46,1,1
2011-01-10,62,8,18,0,4
2011-02-14,61,12,5,0,1
2011-01-23,106,19,67,1,3
2011-01-16,66,32,37,0,3
2011-02-22,112,27,83,0,1
2011-02-14,72,20,11,0,2
2011-01-12,73,19,21,0,1
2011-02-04,138,28,16,0,4
2011-01-03,112,35,8,0,1
2011-01-22,106,29,23,0,2
2011-01-28,93,30,66,0,5
2011-01-12,118,6,20,0,1
2011-01-18,81,26,23,0,1
2011-01-19,66,12,20,1,4
2011-02-23,119,11,9,0,2
2011-02-13,86,25,4,0,1
2011-02-08,68,12,85,0,3
2011-02-13,214,8,89,1,2
2011-02-11,119,9,48,2,1
2011-01-03,65,3,91,0,2
2011-02-19,67,16,84,0,1
2011-01-28,65,9,60,1,2
2011-01-26,84,34,19,0,1
2011-02-28,72,12,9,0,1
2011-01-28,71,7,54,0,1
2011-01-27,66,5,66,0,2
2011-02-06,79,4,78,0,4
2011-01-03,93,7,33,2,1
2011-02-23,122,15,47,0,9
2011-02-07,74,18,24,0,3
2011-02-27,83,6,52,4,2
2011-02-27,109,20,52,4,7
2011-01-28,83,6,56,0,1
2011-01-20,63,22,2,1,2
2011-01-19,66,3,46,0,1
2011-01-05,81,0,41,0,1
2011-01-05,145,22,58,0,2
2011-01-06,102,22,20,0,2
2011-01-04,165,16,47,0,1
2011-01-14,71,11,51,0,2
2011-02-25,103,8,50,0,1
2011-01-30,92,15,46,0,1
2011-01-06,185,9,67,0,1
2011-01-21,184,19,80,0,1
2011-01-14,97,6,31,0,7
2011-02-10,119,1,58,0,7
2011-01-05,163,3,25,0,2
2011-01-17,145,0,85,0,1
2011-01-12,61,26,79,1,1
2011-01-02,122,23,38,1,1
2011-02-06,114,5,66,0,1
2011-02-15,84,11,55,3,1
2011-01-03,69,4,65,0,1
2011-02-01,93,19,51,0,2
2011-02-25,114,19,50,0,3
2011-01-03,94,25,73,0,4
2011-02-13,63,20,47,0,3
2011-02-20,113,1,88,0,2
2011-01-13,64,3,59,0,4
2011-01-01,66,7,43,1,5
2011-01-03,64,32,10,0,2
2011-01-21,104,23,76,0,1
2011-01-19,220,29,72,1,8
2011-02-02,126,13,91,0,1
2011-01-31,63,11,30,0,1
2011-01-14,71,1,43,3,3
2011-01-05,91,21,76,0,3
2011-01-24,283,16,43,0,1
2011-01-10,70,21,50,0,3
2011-01-01,298,26,94,0,1
2011-02-03,90,1,94,0,2
2011-01-01,110,24,21,0,3
2011-01-18,112,26,74,0,2
2011-02-27,69,21,54,5,3
2011-02-21,133,9,85,0,1
2011-01-08,126,12,4,0,2
2011-02-04,71,31,19,0,2
2011-01-17,67,9,54,0,2
2011-01-17,96,7,31,0,2
2011-02-28,83,19,30,0,2
2011-02-05,85,13,74,0,1
2011-02-10,124,3,64,1,1
2011-02-03,64,23,19,0,2
2011-02-07,64,23,70,1,1
2011-02-13,89,7,35,0,1
2011-02-02,99,25,23,0,2
2011-02-25,70,11,80,4,5
2011-02-03,61,34,11,2,3
2011-01-11,83,25,34,3,1
2011-01-10,67,3,54,0,1
2011-01-19,68,20,44,1,7
2011-01-25,71,13,75,0,3
2011-01-07,115,19,60,0,9
2011-01-05,112,30,29,1,3
2011-01-23,103,6,20,0,1
2011-01-19,71,31,79,0,1
2011-01-12,71,15,46,0,3
2011-01-06,73,14,36,2,1
2011-02-19,87,4,4,3,1
2011-02-02,72,17,11,1,3
2011-01-25,74,23,68,0,7
2011-01-27,111,6,59,0,3
2011-01-07,116,7,5,0,3
2011-01-26,71,28,76,0,2
2011-01-11,67,6,1,3,1
2011-02-02,64,12,57,0,1
2011-02-06,71,11,12,0,1
2011-02-28,117,28,31,0,1
2011-01-12,84,5,11,0,5
2011-02-11,62,5,54,0,1
2011-01-18,109,19,2,0,3
2011-01-22,100,27,58,0,2
2011-02-15,86,25,92,0,1
2011-01-05,65,17,50,0,2
2011-02-01,71,20,48,0,1
2011-02-10,73,8,90,0,1
2011-02-03,113,12,59,0,7
2011-02-08,111,6,51,0,4
2011-02-07,65,29,20,0,9
2011-01-08,103,34,80,0,5
2011-02-24,73,28,19,0,2
2011-01-25,122,26,9,1,1
2011-02-08,112,18,74,0,1
2011-01-04,78,15,27,0,1
2011-02-10,110,0,0,0,1
2011-01-21,63,11,2,0,1
2011-01-17,106,0,60,5,3
2011-01-13,114,2,88,0,6
2011-02-23,61,13,90,0,1
2011-02-07,111,23,19,0,3
2011-01-07,136,35,93,0,1
2011-01-08,68,10,10,0,1
2011-02-23,86,21,35,0,3
2011-02-06,72,12,61,0,6
2011-02-17,138,20,11,0,1
2011-01-10,119,3,52,5,2
2011-02-25,66,6,27,0,1
2011-01-26,72,2,94,5,4
2011-01-30,68,21,59,0,7
2011-01-03,187,6,49,0,1
2011-02-27,62,0,97,0,2
2011-02-07,71,9,94,0,3
2011-02-14,80,22,96,0,2
2011-02-28,88,6,97,0,1
2011-02-22,62,27,0,3,1
2011-02-01,111,2,72,2,7
2011-02-26,63,3,30,0,1
2011-02-10,64,16,42,1,5
2011-01-25,62,0,5,0,2
2011-01-23,65,7,22,0,2
2011-02-26,77,30,93,3,1
2011-01-14,67,14,75,0,3
2011-02-19,67,29,39,0,2
2011-01-18,61,17,1,1,7
2011-01-14,70,2,0,0,2
2011-01-03,69,2,70,1,1
2011-02-07,119,9,90,1,1
2011-01-12,61,12,17,0,6
2011-02-07,109,23,45,0,4
2011-02-06,115,14,33,0,4
2011-01-05,65,9,32,0,9
2011-02-23,67,7,84,0,5
2011-02-23,119,11,9,0,2
2011-01-05,170,10,4,2,3
2011-02-19,108,7,54,0,4
2011-01-23,61,24,84,0,6
2011-01-10,88,4,83,0,1
2011-01-13,91,12,6,0,1
2011-01-20,161,10,34,0,2
2011-01-29,65,1,55,2,1
2011-02-26,96,31,64,1,3
2011-01-18,61,2,83,0,6
2011-01-31,76,5,36,1,1
2011-01-10,95,15,42,0,2
2011-02-28,99,2,57,0,3
2011-02-22,73,6,19,0,2
2011-01-21,79,6,0,0,1
2011-01-25,67,19,50,0,2
